image,dataset,vessel_density,vessel_tortuosity,branching_points,vessel_length,average_vessel_width,ridge_width,max_ridge_height,neovascularization_score,disk_diameter,disk_circularity,disk_center_x,disk_center_y
34.png,RetCam_ROP,0.1924324035644531,0.0,0,2236,10.866530997933966,52.018257,590.0305076858315,15928,497.2709507523091,0.0378853124575387,213.36790723539224,243.89683438716452
41.png,RetCam_ROP,0.443023681640625,0.0,0,2588,18.86084280124312,55.779694,571.4437855117509,15053,485.7380709351322,0.077758579597229,257.67079672761025,224.88425756038595
7.png,RetCam_ROP,0.1390571594238281,0.0,0,819,15.845138484214711,84.531845,363.0013774078551,29018,501.4779047572599,0.0484429158736732,199.49576734578156,216.3957835473288
29.png,RetCam_ROP,0.8299751281738281,0.0,0,2197,41.59012609874871,32.75493,932.1223095710134,16548,527.2900273139328,0.0712515046945349,292.30046526963656,218.74934056271985
17.png,RetCam_ROP,0.0005531311035156,0.0,0,25,1.260358819279087,93.94928,576.1249864395746,19652,446.832451248799,0.0777923388536237,217.9728847282096,236.99515343213528
5.png,RetCam_ROP,0.963764190673828,0.0,0,1969,53.605007365080205,50.645397,603.0655022466465,19419,540.4406152428473,0.0383742286772345,236.6417897435003,233.43371288078256
3.png,RetCam_ROP,0.971515655517578,0.0,0,1246,77.82560745577335,55.12901,524.0400748034448,25119,484.46772614538514,0.0516718601676005,318.8656829771075,234.83191927959209
16.png,RetCam_ROP,0.9330711364746094,0.0,0,2264,34.389440923607765,71.198326,525.0238089839355,15204,453.9900048938844,0.0798573723027795,212.09980478885072,238.30556722429515
8.png,RetCam_ROP,0.0393257141113281,0.0,0,802,4.714119724560432,74.20837,682.2814668448792,13140,521.1792700363482,0.0384714410576068,214.04910563617955,249.2973337833277
45.png,RetCam_ROP,0.1895408630371093,0.0,0,2018,8.730149998226223,107.038086,525.0009523800885,18784,455.0153139074501,0.0796337012991775,224.44202007281316,212.5451884286136
24.png,RetCam_ROP,0.9285812377929688,0.0,0,1589,61.79402268975507,50.5496,677.7093772407167,18531,493.0281005829986,0.0543101478681685,214.5147921555481,225.47923650687227
32.png,RetCam_ROP,0.7963943481445312,0.0,0,3008,35.96329548943746,26.061558,942.0074309685672,21154,540.4029190693143,0.0512324987749255,318.45845032350326,234.64006557262687
6.png,RetCam_ROP,0.1955947875976562,0.0,0,2030,11.309927408986349,58.557358,519.0086704478067,26617,460.7823059991093,0.0766295897276235,237.6073304708676,211.81352395116215
23.png,RetCam_ROP,0.4552154541015625,0.0,0,3560,14.921532725457592,102.3269,698.1031442415941,11871,450.6628299070108,0.0786089072235503,234.9779326947189,236.1376448166909
44.png,RetCam_ROP,0.0411872863769531,0.0,0,915,4.127951945914779,51.725895,625.0647966411162,17483,471.5653008514151,0.0690101623525989,218.94480452557085,217.3251494400293
46.png,RetCam_ROP,0.2752799987792969,0.0,0,1625,17.99823875314311,73.56087,445.7016939613311,19357,636.3338219636415,0.0449834574926748,200.3102407365482,224.77273413327296
15.png,RetCam_ROP,0.5240364074707031,0.0,0,3170,14.712517909731131,82.42948,499.0490957811666,13763,653.0381712531017,0.0374453662335177,171.05333492565833,222.2975458291037
30.png,RetCam_ROP,0.7116622924804688,0.0,0,2467,31.5099867467519,31.168512,687.9781973289561,22819,628.0035791783405,0.0355999411541364,193.10569746119475,219.40942431364445
27.png,RetCam_ROP,0.7077102661132812,0.0,0,3695,21.947579975149427,39.459698,738.3901407792496,19521,465.8826018557827,0.0825116604416854,226.5018889175681,223.71218058521248
47.png,RetCam_ROP,1.0,0.0,0,3,195.15509266264303,106.34009,425.05764314972623,18840,451.802793054604,0.0491577596433592,283.55476546906186,212.5060878243513
13.png,RetCam_ROP,0.8879890441894531,0.0,0,2773,29.57038983260484,69.6465,714.0,23823,465.70219141851663,0.0526862649090055,306.2914709750141,216.37495303400337
25.png,RetCam_ROP,0.6253623962402344,0.0,0,5123,11.38645082553998,34.48912,690.2941402040148,18032,497.0199628901613,0.0526880845561698,218.16415141019297,205.4071416790368
19.png,RetCam_ROP,0.8789024353027344,0.0,0,1742,58.467864704322935,30.733477,672.2678037806064,22002,501.5489910011151,0.0578980739275164,243.1463394881762,220.1498218334953
26.png,RetCam_ROP,0.3872566223144531,0.0,0,4299,10.277718078199271,44.12299,793.095202355934,15108,493.8589618821237,0.0491351350594979,229.8900791413477,212.4672471757606
42.png,RetCam_ROP,0.954448699951172,0.0,0,2772,25.303689023767088,76.29414,522.1877057151002,16955,442.7734546471157,0.0704032625603639,262.04730607367384,227.6515301085884
48.png,RetCam_Vessels_images,0.9422760009765624,0.0,0,3396,23.032701197184444,106.81925,329.0379917273992,22129,464.2728389721987,0.0699164737156193,230.2662854712568,240.1305436760154
37.png,RetCam_Vessels_images,0.8340415954589844,0.0,0,2317,42.21034175746847,46.5373,684.3741666661593,16721,552.1914578958795,0.0418896722601079,197.3295640554535,184.8535994655086
35.png,RetCam_Vessels_images,0.9169464111328124,0.0,0,2488,31.68518683561814,32.878674,929.1555305760172,11646,677.0688728959757,0.0427972673220104,197.73444356800837,200.0942995856062
11.png,RetCam_Vessels_images,0.9746932983398438,0.0,0,2326,37.87632725009436,54.868294,710.416779081125,14698,551.7624136007593,0.0649697058199511,186.52045100958563,226.81720394131523
31.png,RetCam_Vessels_images,0.995624542236328,0.0,0,1909,42.53705316312931,63.539265,894.2057928687333,10159,458.7829286484614,0.0694084268753399,280.9097464188928,223.546626984127
4.png,RetCam_Vessels_images,0.6961784362792969,0.0,0,2734,30.647113948052173,63.12358,689.1676138647259,13686,467.0072248871269,0.0645092059447117,221.79422273077552,217.8223384629755
43.png,RetCam_Vessels_images,0.9978599548339844,0.0,0,721,122.3300070257811,78.456245,708.1016876127327,7469,449.8370975871932,0.0786968994872291,233.0710762106111,235.92595389107015
40.png,RetCam_Vessels_images,0.0026779174804687,0.0,0,37,4.302865558260518,88.00935,501.0229535660018,18910,463.1085854023544,0.0817403197487341,205.30999026382656,216.9019733561302
33.png,RetCam_Vessels_images,0.7703437805175781,0.0,0,1224,60.20762094653987,38.311886,432.8071163925104,30509,615.3381743167911,0.0347862236649697,312.2904123960939,233.4587469399833
9.png,RetCam_Vessels_images,0.9925270080566406,0.0,0,2298,53.71504474425707,73.14797,769.3438762997987,9274,465.1003178802668,0.0796373689248619,259.2123652116589,224.04233177944155
50.png,RetCam_Vessels_images,0.3811721801757812,0.0,0,4376,9.023354969407324,101.59324,843.8684731639167,8392,458.57196077438,0.0742594877001915,226.41775248244127,241.29852264470816
49.png,RetCam_Vessels_images,0.8560066223144531,0.0,0,1685,38.97482156751133,74.27813,529.8018497513953,28748,961.3075307156404,0.0784262953947375,260.93550253790323,279.3269568859569
14.png,RetCam_Vessels_images,0.8252029418945312,0.0,0,3834,22.35912988330581,88.05857,584.0,13990,450.2727752656698,0.0756793383933507,272.33060363234443,220.3544424627597
1.png,RetCam_Vessels_images,0.7523574829101562,0.0,0,2139,48.83764851763792,34.777195,641.8800510998921,22017,582.9167897586776,0.0521248893175657,339.0109265865284,230.5415779849516
39.png,RetCam_Vessels_images,0.0237617492675781,0.0,0,296,6.212505341902541,28.37939,453.4423888433899,28061,498.8354875756749,0.0577243043755411,258.12652735422336,227.89621154751427
20.png,RetCam_Vessels_images,0.58868408203125,0.0,0,3949,15.29673799873723,76.630745,850.3952022442271,7489,502.6444760871125,0.0667464690565699,216.8635099177552,205.95833333333331
38.png,RetCam_Vessels_images,0.1688194274902343,0.0,0,2721,6.138086933973808,92.84739,355.17038164801977,26476,462.21143396740246,0.0802561965115932,226.4777343377515,211.29078859540385
2.png,RetCam_Vessels_images,0.9687271118164062,0.0,0,3142,27.02045102453854,53.05517,853.2502563726541,9030,513.9466732965376,0.0420252280790036,248.9145457349992,255.68043344130805
10.png,RetCam_Vessels_images,0.7392921447753906,0.0,0,3529,23.31530053466087,77.38183,526.6213060634748,21745,472.1103914797456,0.070830961771323,209.6134494104744,211.806896078969
36.png,RetCam_Vessels_images,0.6361236572265625,0.0,0,4224,16.165891860642958,96.629906,575.0217387195027,20939,468.8900848031327,0.0520777130331773,229.67736106928584,221.61377377284623
18.png,RetCam_Vessels_images,0.9594764709472656,0.0,0,2922,30.008845965038237,27.509495,979.4090054721776,11991,529.2374967904485,0.04932593907028,243.37022692559455,213.38433704269403
21.png,RetCam_Vessels_images,0.5055694580078125,0.0,0,3980,13.331859971355,50.007557,879.3179174792243,16542,571.6507400446079,0.0608500168448878,331.3864316439125,218.0409731313509
12.png,RetCam_Vessels_images,0.7215576171875,0.0,0,2716,27.97763253094802,54.071144,809.7616933394664,13388,805.258050751995,0.0330239912691942,319.28862481444537,299.0959621743467
28.png,RetCam_Vessels_images,0.89239501953125,0.0,0,2212,35.16905510846986,60.395454,598.030099576936,20338,455.6808070498354,0.0767692727891724,262.2577076843835,218.1528537440828
22.png,RetCam_Vessels_images,0.6090583801269531,0.0,0,4127,16.15259879966753,74.66525,686.878446306186,10072,471.9323618096704,0.0732516507633564,233.70702705174816,217.63156570853627
34.png,RetCam_Vessels_images,0.5545310974121094,0.0,0,3796,14.01063056453942,108.97572,298.0067113338221,29288,471.3330412408949,0.0538138478275684,246.46882164144887,208.26031636863823
41.png,RetCam_Vessels_images,0.00103759765625,0.0,0,55,1.1522385406064706,87.377106,558.0143367333853,12281,454.05170089266,0.079398769671518,210.50778162055337,212.79360177865613
7.png,RetCam_Vessels_images,0.9065437316894532,0.0,0,2804,30.257527488777846,31.948105,811.2336284942828,18866,589.7527447636127,0.0484546395519192,179.7330434018626,239.76046974755465
29.png,RetCam_Vessels_images,0.9637832641601562,0.0,0,3055,30.82663312800112,32.8193,585.4519621625672,24813,778.8497735886453,0.0655325693654986,363.1480433559741,226.5219508509156
17.png,RetCam_Vessels_images,0.9974937438964844,0.0,0,1954,60.15881610167812,25.438583,942.969776822142,16540,533.111093692116,0.0404058301668179,299.763887893341,264.2563257114185
5.png,RetCam_Vessels_images,0.7950859069824219,0.0,0,2348,28.84495586534758,36.57666,845.7671074237873,20844,524.9037478647969,0.0613963280427679,286.43577515296033,242.23268452281928
3.png,RetCam_Vessels_images,0.7983551025390625,0.0,0,4313,18.917214146853293,93.91176,609.000821017509,17259,442.8424636801316,0.0710441789766971,283.84358281826206,220.34127149015737
16.png,RetCam_Vessels_images,0.8789024353027344,0.0,0,1742,58.467864704322935,30.733477,672.2678037806064,22002,501.5489910011151,0.0578980739275164,243.1463394881762,220.1498218334953
8.png,RetCam_Vessels_images,0.8887443542480469,0.0,0,2867,29.78548358695665,55.479454,1004.7964968091798,9753,513.1681873991063,0.0686475170436631,312.98839615525947,238.6853037306361
45.png,RetCam_Vessels_images,0.9492340087890624,0.0,0,2221,35.70011079886594,59.911766,802.2019695812271,12531,467.0944609258801,0.0477088212737314,235.9607133686594,250.28751838278205
24.png,RetCam_Vessels_images,0.6344184875488281,0.0,0,3724,20.07790672441983,44.473713,749.7946385511169,18245,707.7735276771818,0.0460002059341712,205.23331638877596,187.95229768198453
32.png,RetCam_Vessels_images,0.1696014404296875,0.0,0,1540,9.227213720260902,106.871086,412.23779545306127,24434,480.6789299563696,0.057822599872745,219.88895011792712,207.36279674653383
6.png,RetCam_Vessels_images,0.8805732727050781,0.0,0,2717,32.70438577053911,66.55136,545.7783432859901,20280,464.9634197846661,0.0676478792892553,223.4935098588895,217.27418784894812
23.png,RetCam_Vessels_images,0.8483657836914062,0.0,0,3519,21.180124686861117,90.56485,670.2984409947558,8589,475.2285108102672,0.0667274513312833,234.23964910698177,220.3191187082807
44.png,RetCam_Vessels_images,0.9282875061035156,0.0,0,2218,57.11663472429042,27.031334,672.5191447089071,23000,759.2675517555252,0.0325869417817517,240.36398893924536,290.81290362478245
46.png,RetCam_Vessels_images,0.8814888000488281,0.0,0,4021,20.82593084700665,64.42415,566.0388679233962,19265,476.10113386770206,0.0286106227072186,233.2292223695149,251.80045835486555
15.png,RetCam_Vessels_images,0.9551925659179688,0.0,0,3320,27.35756991310772,53.820305,656.4464943923457,16348,599.4359668878734,0.0570344246831678,196.73278244723824,230.6895808824572
30.png,RetCam_Vessels_images,0.9995460510253906,0.0,0,608,129.79174885875523,39.512615,919.7488787707218,11856,468.303183998746,0.0640896626698208,296.13018740855995,226.96890457722765
27.png,RetCam_Vessels_images,0.9326705932617188,0.0,0,2321,35.91984094133894,31.835966,900.2777349240622,15263,532.2553886092405,0.0721096353023846,282.4784719101124,240.04528539325844
47.png,RetCam_Vessels_images,0.792083740234375,0.0,0,3386,24.655331652756114,20.120226,590.9890015897081,24916,537.9801366155067,0.0515830641920568,197.72360456113185,244.57710987541356
13.png,RetCam_Vessels_images,0.7172927856445312,0.0,0,3630,20.782996710778992,68.13034,786.7668015365163,12210,540.8033065577963,0.0543677037990888,314.30089158221017,208.31938494758472
25.png,RetCam_Vessels_images,0.5236778259277344,0.0,0,3980,11.808177497670528,35.139366,1007.5574425311938,14768,562.0370433437772,0.0463781603186222,322.43128466400105,241.0743260673288
19.png,RetCam_Vessels_images,0.8299751281738281,0.0,0,2197,41.59012609874871,32.75493,932.1223095710134,16548,527.2900273139328,0.0712515046945349,292.30046526963656,218.74934056271985
26.png,RetCam_Vessels_images,0.8971443176269531,0.0,0,2695,28.730383233907563,38.65888,494.2428552847274,23770,483.25727857459486,0.0448216505005169,225.1111329189837,223.09427543343148
42.png,RetCam_Vessels_images,0.8966255187988281,0.0,0,3621,21.87169708462968,99.9871,677.1661539090683,10951,449.2479790884541,0.0766142179019476,282.9425153931563,220.6289492278187
48.png,RetCam_Vessels_masks,0.9296722412109376,0.0,0,3760,24.417177136897102,56.11496,1126.978260659894,7291,1224.8710483733507,0.1288275585066968,316.2756148480065,239.7800838467675
37.png,RetCam_Vessels_masks,0.6978569030761719,0.0,0,3974,18.252788247871354,39.437862,1126.978260659894,14625,1224.297116179665,0.0739668014845304,323.7221321808032,238.9887533170919
35.png,RetCam_Vessels_masks,0.995819091796875,0.0,0,867,98.64964798564512,35.624065,1126.978260659894,16550,1205.637102124323,0.0434459561538533,322.8382724960232,238.201572496724
11.png,RetCam_Vessels_masks,0.8998222351074219,0.0,0,3758,32.512005282452044,25.716852,1126.978260659894,19927,1220.925030210348,0.0575898172935704,320.08721172571666,238.8183402234446
31.png,RetCam_Vessels_masks,0.7735366821289062,0.0,0,3114,28.61304249430177,47.553688,1126.978260659894,12925,1199.0524655078314,0.0639457404645962,312.8656308781177,239.36406692242568
4.png,RetCam_Vessels_masks,1.0,0.0,0,3,195.15509266264303,33.43791,1126.978260659894,20538,1171.8422734258086,0.0307842920964249,327.29304602603565,229.36805251641135
43.png,RetCam_Vessels_masks,0.795867919921875,0.0,0,2953,34.452348325634006,74.85283,1126.978260659894,6642,1233.8216068113063,0.1492932310992064,320.8602436886513,238.04220055803495
40.png,RetCam_Vessels_masks,0.9996414184570312,0.0,0,665,131.22459895019205,27.598606,1126.978260659894,23473,1181.5697866829985,0.0246759755157658,313.6987213862289,241.2130269037848
33.png,RetCam_Vessels_masks,0.9896926879882812,0.0,0,487,118.63325128829288,32.714386,1126.978260659894,17723,1213.4709388372569,0.0532563061541717,313.60737668913663,239.47165432491605
9.png,RetCam_Vessels_masks,0.9908294677734376,0.0,0,2557,37.229130829308495,26.09147,1126.978260659894,22318,1187.5610448506693,0.0270074572354888,314.29508291442767,240.70800470907724
50.png,RetCam_Vessels_masks,0.8343276977539062,0.0,0,4738,23.88865090999784,115.072395,1126.978260659894,5651,1232.004039862275,0.1795770331115878,314.2117936019005,238.47252924241508
49.png,RetCam_Vessels_masks,0.9856338500976562,0.0,0,1037,109.50907778298,60.832775,1126.978260659894,12781,1203.783326722797,0.0629071256796949,311.1341796442542,235.4560308439561
14.png,RetCam_Vessels_masks,0.9921836853027344,0.0,0,1445,65.22577854732754,55.284206,1126.978260659894,10966,1211.6417592790026,0.0786164083611164,322.48082607127,240.6280771258881
1.png,RetCam_Vessels_masks,0.9916725158691406,0.0,0,976,110.61606509883588,27.263405,1126.978260659894,20133,1169.536565532729,0.031549090761696,310.57278549353987,240.3740626279927
39.png,RetCam_Vessels_masks,0.9719161987304688,0.0,0,2120,59.74539042176053,49.717415,1126.978260659894,18358,1211.704807935532,0.04269951621417,314.2458669515689,237.15073572771485
20.png,RetCam_Vessels_masks,0.8362312316894531,0.0,0,4200,16.435489036317673,72.667595,1126.978260659894,7681,1224.733828186117,0.1259852393847451,323.00812511247153,238.228216176206
38.png,RetCam_Vessels_masks,0.858184814453125,0.0,0,3829,26.623739153563807,57.824726,1126.978260659894,9184,1222.3945618785665,0.10053098933813,317.46725745155845,239.7944545748905
2.png,RetCam_Vessels_masks,0.95513916015625,0.0,0,3137,50.63975414576321,30.62334,1126.978260659894,14821,1206.8151029393791,0.0508982193806322,321.8468688366368,238.0256465848848
10.png,RetCam_Vessels_masks,0.9772987365722656,0.0,0,1679,71.99858498226001,26.61383,1126.978260659894,19455,1194.322054141438,0.0335099449872364,320.7675185843741,238.1827302784264
36.png,RetCam_Vessels_masks,0.985748291015625,0.0,0,837,111.809493270838,57.63742,1126.978260659894,18197,1193.140255869984,0.0361971594235965,313.91140526617056,231.4649076989124
18.png,RetCam_Vessels_masks,0.9977874755859376,0.0,0,1474,53.93370088685763,24.111515,1126.978260659894,22147,1185.6704175660143,0.0263478032366206,328.3489064634045,239.6957805463879
21.png,RetCam_Vessels_masks,0.9996223449707032,0.0,0,570,143.22591775781754,27.798422,1126.978260659894,20843,1186.6493702946814,0.0290457396839052,307.05333704658807,242.4778488681204
12.png,RetCam_Vessels_masks,0.9902801513671876,0.0,0,920,104.10941371502685,63.259933,1126.978260659894,13233,1198.2217943237567,0.0606479707760562,311.5522017977624,240.18137606152405
28.png,RetCam_Vessels_masks,0.9995994567871094,0.0,0,591,133.84794019662715,27.382145,1126.978260659894,21469,1188.084137189987,0.0282614148468337,323.5293480927709,237.21422953138304
22.png,RetCam_Vessels_masks,1.0,0.0,0,3,195.15509266264303,38.04409,1126.978260659894,11937,1205.6497749213115,0.0677261591442473,317.0819131641276,235.31856404075512
34.png,RetCam_Vessels_masks,0.7782135009765625,0.0,0,3896,21.51306873850779,90.77666,1126.978260659894,5963,1235.9620738615629,0.1895787638131703,316.07813458512254,240.09780158963005
41.png,RetCam_Vessels_masks,0.8746109008789062,0.0,0,4018,25.305280042491557,81.13836,1126.978260659894,10589,1218.4739621723818,0.0844843564675017,315.6298487904609,235.03845758037292
7.png,RetCam_Vessels_masks,1.0,0.0,0,3,195.15509266264303,22.146164,1126.978260659894,26138,1147.8517150601306,0.0195219370126232,325.0656080524772,231.0510662806384
29.png,RetCam_Vessels_masks,1.0,0.0,0,3,195.15509266264303,20.322786,1126.978260659894,23226,1188.1591520409788,0.0246951056163032,320.7799423502206,239.79790469387532
17.png,RetCam_Vessels_masks,1.0,0.0,0,3,195.15509266264303,19.080372,1126.978260659894,28444,1160.3183931479748,0.0169613142004729,310.2337745363208,236.8518798727459
5.png,RetCam_Vessels_masks,0.8834037780761719,0.0,0,2512,54.68243815975049,23.18256,1126.978260659894,27685,1219.0193019705498,0.0465395965853484,315.43242270638194,239.1603621944156
3.png,RetCam_Vessels_masks,0.9610443115234376,0.0,0,2032,61.82885459738436,27.9241,1126.978260659894,14903,1210.8975372150078,0.0521305460746748,320.7901299747831,238.14009280935875
16.png,RetCam_Vessels_masks,0.9993400573730468,0.0,0,658,134.61708451136766,16.4505,1126.978260659894,27089,1161.3296806669457,0.0184116482875266,319.84225909506296,234.61720679420276
8.png,RetCam_Vessels_masks,0.94635009765625,0.0,0,2736,41.02681652839827,26.030102,1126.978260659894,22455,1187.4538253497972,0.0256411223332203,308.6864683488525,238.65300763557292
45.png,RetCam_Vessels_masks,0.7687149047851562,0.0,0,3617,39.15578219295094,66.31692,1126.978260659894,13962,1211.6690807662967,0.0567830364775074,312.1048465148872,239.2338163312739
24.png,RetCam_Vessels_masks,1.0,0.0,0,3,195.15509266264303,33.32112,1126.978260659894,16097,1194.5416458629873,0.0447350889856363,324.933820406386,242.86269750907465
32.png,RetCam_Vessels_masks,0.8821067810058594,0.0,0,3711,23.92317207476646,55.011543,1126.978260659894,8190,1225.5319848311324,0.1149804563431315,322.266996266569,238.57476865274344
6.png,RetCam_Vessels_masks,0.6112327575683594,0.0,0,3313,18.878874421899678,56.425976,1126.978260659894,16245,1197.279953861741,0.0448249911642147,307.20342993572865,235.20430749334727
23.png,RetCam_Vessels_masks,0.8829536437988281,0.0,0,3721,35.86215340467997,73.072395,1126.978260659894,8822,1217.5268729835093,0.1016432717078659,314.51691558185,235.5023757743169
44.png,RetCam_Vessels_masks,0.9996223449707032,0.0,0,287,151.71633817390992,22.347332,1126.978260659894,24282,1183.4475993191004,0.0228092933353677,319.59836289123155,236.99527267570195
46.png,RetCam_Vessels_masks,0.4314956665039062,0.0,0,3142,20.06471745197342,111.47827,1126.978260659894,7123,1232.1776506348417,0.1411810388600282,317.0296568380799,235.58053738552883
15.png,RetCam_Vessels_masks,0.9896774291992188,0.0,0,1966,64.70535785215279,25.121857,1126.978260659894,21217,1169.6323645821212,0.0277663637952809,330.0157772863663,235.6301533054867
30.png,RetCam_Vessels_masks,1.0,0.0,0,3,195.15509266264303,28.604824,1126.978260659894,17863,1184.409039411693,0.0380601815457167,315.4123052235663,237.9711992274292
27.png,RetCam_Vessels_masks,1.0,0.0,0,3,195.15509266264303,19.452456,1126.978260659894,21084,1174.481737164678,0.0287321488471334,318.57793358587537,240.41687158015995
47.png,RetCam_Vessels_masks,1.0,0.0,0,3,195.15509266264303,19.525408,1126.978260659894,22617,1187.2243430846252,0.0259743066549343,321.5303463352062,238.05257718921067
13.png,RetCam_Vessels_masks,0.9389495849609376,0.0,0,2693,30.54477567724638,73.771255,1126.978260659894,8951,1219.4766977757115,0.1035084638233436,321.966999547939,245.26345223907177
25.png,RetCam_Vessels_masks,0.9998435974121094,0.0,0,272,154.12361127158965,25.016407,1126.978260659894,23615,1180.795828590136,0.0244999059670202,312.5598905634739,240.0886523527392
19.png,RetCam_Vessels_masks,0.9379005432128906,0.0,0,3239,25.593637603743627,26.098333,1126.978260659894,21630,1189.8147029059016,0.0297322964856476,322.7718985192327,239.01310961131657
26.png,RetCam_Vessels_masks,1.0,0.0,0,3,195.15509266264303,21.960209,1126.978260659894,20418,1178.151057821816,0.0300881752877471,313.5082427964967,243.37532701501792
42.png,RetCam_Vessels_masks,0.9911155700683594,0.0,0,1812,57.941533632358485,81.729836,1126.978260659894,5576,1234.807754852539,0.1788381354412059,321.7979484541592,237.9440785078695
